"from","to","relationship","relationship_detail","source","LINK_FUNCTION"
"kegg_1850","kegg_6300","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_1432","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_5594","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_5595","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_5599","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_5600","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_5601","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_5602","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_5603","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1852","kegg_6300","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_1855","kegg_10023","other","binding_association","KEGG",0
"kegg_1855","kegg_144165","other","binding_association","KEGG",0
"kegg_1855","kegg_1457","other","binding_association","KEGG",0
"kegg_1855","kegg_1459","other","binding_association","KEGG",0
"kegg_1855","kegg_1460","other","binding_association","KEGG",0
"kegg_1855","kegg_166336","other","binding_association","KEGG",0
"kegg_1855","kegg_23401","other","binding_association","KEGG",0
"kegg_1855","kegg_283106","other","binding_association","KEGG",0
"kegg_1855","kegg_2932","inhibits","inhibition","KEGG",-1
"kegg_1855","kegg_29964","other","binding_association","KEGG",0
"kegg_1855","kegg_4007","other","binding_association","KEGG",0
"kegg_1855","kegg_4851","inhibits","inhibition","KEGG",-1
"kegg_1855","kegg_4853","inhibits","inhibition","KEGG",-1
"kegg_1855","kegg_4854","inhibits","inhibition","KEGG",-1
"kegg_1855","kegg_4855","inhibits","inhibition","KEGG",-1
"kegg_1855","kegg_57216","other","binding_association","KEGG",0
"kegg_1855","kegg_5879","other","indirect effect","KEGG",0
"kegg_1855","kegg_5880","other","indirect effect","KEGG",0
"kegg_1855","kegg_5881","other","indirect effect","KEGG",0
"kegg_1855","kegg_81839","other","binding_association","KEGG",0
"kegg_1856","kegg_10023","other","binding_association","KEGG",0
"kegg_1856","kegg_144165","other","binding_association","KEGG",0
"kegg_1856","kegg_1457","other","binding_association","KEGG",0
"kegg_1856","kegg_1459","other","binding_association","KEGG",0
"kegg_1856","kegg_1460","other","binding_association","KEGG",0
"kegg_1856","kegg_166336","other","binding_association","KEGG",0
"kegg_1856","kegg_23401","other","binding_association","KEGG",0
"kegg_1856","kegg_283106","other","binding_association","KEGG",0
"kegg_1856","kegg_2932","inhibits","inhibition","KEGG",-1
"kegg_1856","kegg_29964","other","binding_association","KEGG",0
"kegg_1856","kegg_4007","other","binding_association","KEGG",0
"kegg_1856","kegg_4851","inhibits","inhibition","KEGG",-1
"kegg_1856","kegg_4853","inhibits","inhibition","KEGG",-1
"kegg_1856","kegg_4854","inhibits","inhibition","KEGG",-1
"kegg_1856","kegg_4855","inhibits","inhibition","KEGG",-1
"kegg_1856","kegg_57216","other","binding_association","KEGG",0
"kegg_1856","kegg_5879","other","indirect effect","KEGG",0
"kegg_1856","kegg_5880","other","indirect effect","KEGG",0
"kegg_1856","kegg_5881","other","indirect effect","KEGG",0
"kegg_1856","kegg_81839","other","binding_association","KEGG",0
"kegg_1857","kegg_10023","other","binding_association","KEGG",0
"kegg_1857","kegg_144165","other","binding_association","KEGG",0
"kegg_1857","kegg_1457","other","binding_association","KEGG",0
"kegg_1857","kegg_1459","other","binding_association","KEGG",0
"kegg_1857","kegg_1460","other","binding_association","KEGG",0
"kegg_1857","kegg_166336","other","binding_association","KEGG",0
"kegg_1857","kegg_23401","other","binding_association","KEGG",0
"kegg_1857","kegg_283106","other","binding_association","KEGG",0
"kegg_1857","kegg_2932","inhibits","inhibition","KEGG",-1
"kegg_1857","kegg_29964","other","binding_association","KEGG",0
"kegg_1857","kegg_4007","other","binding_association","KEGG",0
"kegg_1857","kegg_4851","inhibits","inhibition","KEGG",-1
"kegg_1857","kegg_4853","inhibits","inhibition","KEGG",-1
"kegg_1857","kegg_4854","inhibits","inhibition","KEGG",-1
"kegg_1857","kegg_4855","inhibits","inhibition","KEGG",-1
"kegg_1857","kegg_57216","other","binding_association","KEGG",0
"kegg_1857","kegg_5879","other","indirect effect","KEGG",0
"kegg_1857","kegg_5880","other","indirect effect","KEGG",0
"kegg_1857","kegg_5881","other","indirect effect","KEGG",0
"kegg_1857","kegg_81839","other","binding_association","KEGG",0
"kegg_1869","kegg_5925","other","dissociation","KEGG",0
"kegg_1869","kegg_898","activates","expression","KEGG",1
"kegg_1869","kegg_9134","activates","expression","KEGG",1
"kegg_1870","kegg_5925","other","dissociation","KEGG",0
"kegg_1870","kegg_898","activates","expression","KEGG",1
"kegg_1870","kegg_9134","activates","expression","KEGG",1
"kegg_1871","kegg_5925","other","dissociation","KEGG",0
"kegg_1871","kegg_898","activates","expression","KEGG",1
"kegg_1871","kegg_9134","activates","expression","KEGG",1
"kegg_1874","kegg_4609","inhibits","repression","KEGG",-1
"kegg_1875","kegg_4609","inhibits","repression","KEGG",-1
"kegg_1896","kegg_10913","activates","activation","KEGG",1
"kegg_1896","kegg_60401","activates","activation","KEGG",1
"kegg_1902","kegg_146850","activates","activation","KEGG",1
"kegg_1902","kegg_23533","activates","activation","KEGG",1
"kegg_1902","kegg_5294","activates","activation","KEGG",1
"kegg_1906","kegg_1128","activates","activation","KEGG",1
"kegg_1906","kegg_1129","activates","activation","KEGG",1
"kegg_1906","kegg_134","activates","activation","KEGG",1
"kegg_1906","kegg_154","activates","activation","KEGG",1
"kegg_1906","kegg_1813","activates","activation","KEGG",1
"kegg_1906","kegg_1909","activates","activation","KEGG",1
"kegg_1906","kegg_1910","activates","activation","KEGG",1
"kegg_1906","kegg_2550","activates","activation","KEGG",1
"kegg_1906","kegg_2693","activates","activation","KEGG",1
"kegg_1906","kegg_27198","activates","activation","KEGG",1
"kegg_1906","kegg_2867","activates","activation","KEGG",1
"kegg_1906","kegg_3350","activates","activation","KEGG",1
"kegg_1906","kegg_3351","activates","activation","KEGG",1
"kegg_1906","kegg_3352","activates","activation","KEGG",1
"kegg_1906","kegg_3354","activates","activation","KEGG",1
"kegg_1906","kegg_3355","activates","activation","KEGG",1
"kegg_1906","kegg_338442","activates","activation","KEGG",1
"kegg_1906","kegg_4886","activates","activation","KEGG",1
"kegg_1906","kegg_5021","activates","activation","KEGG",1
"kegg_1906","kegg_56670","activates","activation","KEGG",1
"kegg_1906","kegg_5733","activates","activation","KEGG",1
"kegg_1906","kegg_623","activates","activation","KEGG",1
"kegg_1906","kegg_624","activates","activation","KEGG",1
"kegg_1906","kegg_6751","activates","activation","KEGG",1
"kegg_1906","kegg_6752","activates","activation","KEGG",1
"kegg_1906","kegg_6755","activates","activation","KEGG",1
"kegg_1906","kegg_8843","activates","activation","KEGG",1
"kegg_1906","kegg_9568","activates","activation","KEGG",1
"kegg_1907","kegg_1128","activates","activation","KEGG",1
"kegg_1907","kegg_1129","activates","activation","KEGG",1
"kegg_1907","kegg_134","activates","activation","KEGG",1
"kegg_1907","kegg_154","activates","activation","KEGG",1
"kegg_1907","kegg_1813","activates","activation","KEGG",1
"kegg_1907","kegg_1909","activates","activation","KEGG",1
"kegg_1907","kegg_2550","activates","activation","KEGG",1
"kegg_1907","kegg_2693","activates","activation","KEGG",1
"kegg_1907","kegg_27198","activates","activation","KEGG",1
"kegg_1907","kegg_2867","activates","activation","KEGG",1
"kegg_1907","kegg_3350","activates","activation","KEGG",1
"kegg_1907","kegg_3351","activates","activation","KEGG",1
"kegg_1907","kegg_3352","activates","activation","KEGG",1
"kegg_1907","kegg_3354","activates","activation","KEGG",1
"kegg_1907","kegg_3355","activates","activation","KEGG",1
"kegg_1907","kegg_338442","activates","activation","KEGG",1
"kegg_1907","kegg_4886","activates","activation","KEGG",1
"kegg_1907","kegg_5021","activates","activation","KEGG",1
"kegg_1907","kegg_56670","activates","activation","KEGG",1
"kegg_1907","kegg_5733","activates","activation","KEGG",1
"kegg_1907","kegg_6751","activates","activation","KEGG",1
"kegg_1907","kegg_6752","activates","activation","KEGG",1
"kegg_1907","kegg_6755","activates","activation","KEGG",1
"kegg_1907","kegg_8843","activates","activation","KEGG",1
"kegg_1907","kegg_9568","activates","activation","KEGG",1
"kegg_1908","kegg_1128","activates","activation","KEGG",1
"kegg_1908","kegg_1129","activates","activation","KEGG",1
"kegg_1908","kegg_134","activates","activation","KEGG",1
"kegg_1908","kegg_154","activates","activation","KEGG",1
"kegg_1908","kegg_1813","activates","activation","KEGG",1
"kegg_1908","kegg_1909","activates","activation","KEGG",1
"kegg_1908","kegg_2550","activates","activation","KEGG",1
"kegg_1908","kegg_2693","activates","activation","KEGG",1
"kegg_1908","kegg_27198","activates","activation","KEGG",1
"kegg_1908","kegg_2867","activates","activation","KEGG",1
"kegg_1908","kegg_3350","activates","activation","KEGG",1
"kegg_1908","kegg_3351","activates","activation","KEGG",1
"kegg_1908","kegg_3352","activates","activation","KEGG",1
"kegg_1908","kegg_3354","activates","activation","KEGG",1
"kegg_1908","kegg_3355","activates","activation","KEGG",1
"kegg_1908","kegg_338442","activates","activation","KEGG",1
"kegg_1908","kegg_4886","activates","activation","KEGG",1
"kegg_1908","kegg_5021","activates","activation","KEGG",1
"kegg_1908","kegg_56670","activates","activation","KEGG",1
"kegg_1908","kegg_5733","activates","activation","KEGG",1
"kegg_1908","kegg_6751","activates","activation","KEGG",1
"kegg_1908","kegg_6752","activates","activation","KEGG",1
"kegg_1908","kegg_6755","activates","activation","KEGG",1
"kegg_1908","kegg_8843","activates","activation","KEGG",1
"kegg_1908","kegg_9568","activates","activation","KEGG",1
"kegg_1909","kegg_2767","activates","activation","KEGG",1
"kegg_1909","kegg_2769","activates","activation","KEGG",1
"kegg_1909","kegg_2770","activates","activation","KEGG",1
"kegg_1909","kegg_2771","activates","activation","KEGG",1
"kegg_1909","kegg_2773","activates","activation","KEGG",1
"kegg_1909","kegg_2776","activates","activation","KEGG",1
"kegg_1909","kegg_9630","activates","activation","KEGG",1
"kegg_1910","kegg_2767","activates","activation","KEGG",1
"kegg_1910","kegg_2769","activates","activation","KEGG",1
"kegg_1910","kegg_2776","activates","activation","KEGG",1
"kegg_1910","kegg_9630","activates","activation","KEGG",1
"kegg_1942","kegg_1436","activates","activation","KEGG",1
"kegg_1942","kegg_1956","activates","activation","KEGG",1
"kegg_1942","kegg_1969","activates","activation","KEGG",1
"kegg_1942","kegg_2064","activates","activation","KEGG",1
"kegg_1942","kegg_2065","activates","activation","KEGG",1
"kegg_1942","kegg_2066","activates","activation","KEGG",1
"kegg_1942","kegg_2260","activates","activation","KEGG",1
"kegg_1942","kegg_2261","activates","activation","KEGG",1
"kegg_1942","kegg_2263","activates","activation","KEGG",1
"kegg_1942","kegg_2264","activates","activation","KEGG",1
"kegg_1942","kegg_2321","activates","activation","KEGG",1
"kegg_1942","kegg_2322","activates","activation","KEGG",1
"kegg_1942","kegg_2324","activates","activation","KEGG",1
"kegg_1942","kegg_3480","activates","activation","KEGG",1
"kegg_1942","kegg_3643","activates","activation","KEGG",1
"kegg_1942","kegg_3791","activates","activation","KEGG",1
"kegg_1942","kegg_3815","activates","activation","KEGG",1
"kegg_1942","kegg_4233","activates","activation","KEGG",1
"kegg_1942","kegg_4804","activates","activation","KEGG",1
"kegg_1942","kegg_4914","activates","activation","KEGG",1
"kegg_1942","kegg_4915","activates","activation","KEGG",1
"kegg_1942","kegg_5156","activates","activation","KEGG",1
"kegg_1942","kegg_5159","activates","activation","KEGG",1
"kegg_1942","kegg_7010","activates","activation","KEGG",1
"kegg_1943","kegg_1436","activates","activation","KEGG",1
"kegg_1943","kegg_1956","activates","activation","KEGG",1
"kegg_1943","kegg_1969","activates","activation","KEGG",1
"kegg_1943","kegg_2064","activates","activation","KEGG",1
"kegg_1943","kegg_2065","activates","activation","KEGG",1
"kegg_1943","kegg_2066","activates","activation","KEGG",1
"kegg_1943","kegg_2260","activates","activation","KEGG",1
"kegg_1943","kegg_2261","activates","activation","KEGG",1
"kegg_1943","kegg_2263","activates","activation","KEGG",1
"kegg_1943","kegg_2264","activates","activation","KEGG",1
"kegg_1943","kegg_2321","activates","activation","KEGG",1
"kegg_1943","kegg_2322","activates","activation","KEGG",1
"kegg_1943","kegg_2324","activates","activation","KEGG",1
"kegg_1943","kegg_3480","activates","activation","KEGG",1
"kegg_1943","kegg_3643","activates","activation","KEGG",1
"kegg_1943","kegg_3791","activates","activation","KEGG",1
"kegg_1943","kegg_3815","activates","activation","KEGG",1
"kegg_1943","kegg_4233","activates","activation","KEGG",1
"kegg_1943","kegg_4804","activates","activation","KEGG",1
"kegg_1943","kegg_4914","activates","activation","KEGG",1
"kegg_1943","kegg_4915","activates","activation","KEGG",1
"kegg_1943","kegg_5156","activates","activation","KEGG",1
"kegg_1943","kegg_5159","activates","activation","KEGG",1
"kegg_1943","kegg_7010","activates","activation","KEGG",1
"kegg_1944","kegg_1436","activates","activation","KEGG",1
"kegg_1944","kegg_1956","activates","activation","KEGG",1
"kegg_1944","kegg_1969","activates","activation","KEGG",1
"kegg_1944","kegg_2064","activates","activation","KEGG",1
"kegg_1944","kegg_2065","activates","activation","KEGG",1
"kegg_1944","kegg_2066","activates","activation","KEGG",1
"kegg_1944","kegg_2260","activates","activation","KEGG",1
"kegg_1944","kegg_2261","activates","activation","KEGG",1
"kegg_1944","kegg_2263","activates","activation","KEGG",1
"kegg_1944","kegg_2264","activates","activation","KEGG",1
"kegg_1944","kegg_2321","activates","activation","KEGG",1
"kegg_1944","kegg_2322","activates","activation","KEGG",1
"kegg_1944","kegg_2324","activates","activation","KEGG",1
"kegg_1944","kegg_3480","activates","activation","KEGG",1
"kegg_1944","kegg_3643","activates","activation","KEGG",1
"kegg_1944","kegg_3791","activates","activation","KEGG",1
"kegg_1944","kegg_3815","activates","activation","KEGG",1
"kegg_1944","kegg_4233","activates","activation","KEGG",1
"kegg_1944","kegg_4804","activates","activation","KEGG",1
"kegg_1944","kegg_4914","activates","activation","KEGG",1
"kegg_1944","kegg_4915","activates","activation","KEGG",1
"kegg_1944","kegg_5156","activates","activation","KEGG",1
"kegg_1944","kegg_5159","activates","activation","KEGG",1
"kegg_1944","kegg_7010","activates","activation","KEGG",1
"kegg_1945","kegg_1436","activates","activation","KEGG",1
"kegg_1945","kegg_1956","activates","activation","KEGG",1
"kegg_1945","kegg_1969","activates","activation","KEGG",1
"kegg_1945","kegg_2064","activates","activation","KEGG",1
"kegg_1945","kegg_2065","activates","activation","KEGG",1
"kegg_1945","kegg_2066","activates","activation","KEGG",1
"kegg_1945","kegg_2260","activates","activation","KEGG",1
"kegg_1945","kegg_2261","activates","activation","KEGG",1
"kegg_1945","kegg_2263","activates","activation","KEGG",1
"kegg_1945","kegg_2264","activates","activation","KEGG",1
"kegg_1945","kegg_2321","activates","activation","KEGG",1
"kegg_1945","kegg_2322","activates","activation","KEGG",1
"kegg_1945","kegg_2324","activates","activation","KEGG",1
"kegg_1945","kegg_3480","activates","activation","KEGG",1
"kegg_1945","kegg_3643","activates","activation","KEGG",1
"kegg_1945","kegg_3791","activates","activation","KEGG",1
"kegg_1945","kegg_3815","activates","activation","KEGG",1
"kegg_1945","kegg_4233","activates","activation","KEGG",1
"kegg_1945","kegg_4804","activates","activation","KEGG",1
"kegg_1945","kegg_4914","activates","activation","KEGG",1
"kegg_1945","kegg_4915","activates","activation","KEGG",1
"kegg_1945","kegg_5156","activates","activation","KEGG",1
"kegg_1945","kegg_5159","activates","activation","KEGG",1
"kegg_1945","kegg_7010","activates","activation","KEGG",1
"kegg_1946","kegg_1436","activates","activation","KEGG",1
"kegg_1946","kegg_1956","activates","activation","KEGG",1
"kegg_1946","kegg_1969","activates","activation","KEGG",1
"kegg_1946","kegg_2064","activates","activation","KEGG",1
"kegg_1946","kegg_2065","activates","activation","KEGG",1
"kegg_1946","kegg_2066","activates","activation","KEGG",1
"kegg_1946","kegg_2260","activates","activation","KEGG",1
"kegg_1946","kegg_2261","activates","activation","KEGG",1
"kegg_1946","kegg_2263","activates","activation","KEGG",1
"kegg_1946","kegg_2264","activates","activation","KEGG",1
"kegg_1946","kegg_2321","activates","activation","KEGG",1
"kegg_1946","kegg_2322","activates","activation","KEGG",1
"kegg_1946","kegg_2324","activates","activation","KEGG",1
"kegg_1946","kegg_3480","activates","activation","KEGG",1
"kegg_1946","kegg_3643","activates","activation","KEGG",1
"kegg_1946","kegg_3791","activates","activation","KEGG",1
"kegg_1946","kegg_3815","activates","activation","KEGG",1
"kegg_1946","kegg_4233","activates","activation","KEGG",1
"kegg_1946","kegg_4804","activates","activation","KEGG",1
"kegg_1946","kegg_4914","activates","activation","KEGG",1
"kegg_1946","kegg_4915","activates","activation","KEGG",1
"kegg_1946","kegg_5156","activates","activation","KEGG",1
"kegg_1946","kegg_5159","activates","activation","KEGG",1
"kegg_1946","kegg_7010","activates","activation","KEGG",1
"kegg_1950","kegg_1436","activates","activation","KEGG",1
"kegg_1950","kegg_1956","activates","activation","KEGG",1
"kegg_1950","kegg_1969","activates","activation","KEGG",1
"kegg_1950","kegg_2064","activates","activation","KEGG",1
"kegg_1950","kegg_2065","activates","activation","KEGG",1
"kegg_1950","kegg_2066","activates","activation","KEGG",1
"kegg_1950","kegg_2260","activates","activation","KEGG",1
"kegg_1950","kegg_2261","activates","activation","KEGG",1
"kegg_1950","kegg_2263","activates","activation","KEGG",1
"kegg_1950","kegg_2264","activates","activation","KEGG",1
"kegg_1950","kegg_2321","activates","activation","KEGG",1
"kegg_1950","kegg_2322","activates","activation","KEGG",1
"kegg_1950","kegg_2324","activates","activation","KEGG",1
"kegg_1950","kegg_3480","activates","activation","KEGG",1
"kegg_1950","kegg_3643","activates","activation","KEGG",1
"kegg_1950","kegg_3645","activates","activation","KEGG",1
"kegg_1950","kegg_3716","activates","activation","KEGG",1
"kegg_1950","kegg_3717","activates","activation","KEGG",1
"kegg_1950","kegg_3791","activates","activation","KEGG",1
"kegg_1950","kegg_3815","activates","activation","KEGG",1
"kegg_1950","kegg_4233","activates","activation","KEGG",1
"kegg_1950","kegg_4486","activates","activation","KEGG",1
"kegg_1950","kegg_4804","activates","activation","KEGG",1
"kegg_1950","kegg_4914","activates","activation","KEGG",1
"kegg_1950","kegg_4915","activates","activation","KEGG",1
"kegg_1950","kegg_4916","activates","activation","KEGG",1
"kegg_1950","kegg_5156","activates","activation","KEGG",1
"kegg_1950","kegg_5159","activates","activation","KEGG",1
"kegg_1950","kegg_5979","activates","activation","KEGG",1
"kegg_1950","kegg_7010","activates","activation","KEGG",1
"kegg_1954","kegg_6608","inhibits","inhibition","KEGG",-1
"kegg_1956","kegg_1499","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_1956","kegg_1500","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_1956","kegg_2064","other","binding_association","KEGG",0
"kegg_1956","kegg_25759","activates","activation|activation_phosphorylation","KEGG",1
"kegg_1956","kegg_2885","activates","activation","KEGG",1
"kegg_1956","kegg_3265","activates","activation","KEGG",1
"kegg_1956","kegg_3667","activates","activation","KEGG",1
"kegg_1956","kegg_3716","activates","activation","KEGG",1
"kegg_1956","kegg_3717","activates","activation","KEGG",1
"kegg_1956","kegg_3718","activates","activation","KEGG",1
"kegg_1956","kegg_3845","activates","activation","KEGG",1
"kegg_1956","kegg_399694","activates","activation|activation_phosphorylation","KEGG",1
"kegg_1956","kegg_4893","activates","activation","KEGG",1
"kegg_1956","kegg_5290","activates","activation|activation_indirect effect","KEGG",1
"kegg_1956","kegg_5290","other","indirect effect","KEGG",0
"kegg_1956","kegg_5291","activates","activation|activation_indirect effect","KEGG",1
"kegg_1956","kegg_5291","other","indirect effect","KEGG",0
"kegg_1956","kegg_5293","activates","activation|activation_indirect effect","KEGG",1
"kegg_1956","kegg_5293","other","indirect effect","KEGG",0
"kegg_1956","kegg_5295","activates","activation|activation_indirect effect","KEGG",1
"kegg_1956","kegg_5295","other","indirect effect","KEGG",0
"kegg_1956","kegg_5296","activates","activation|activation_indirect effect","KEGG",1
"kegg_1956","kegg_5296","other","indirect effect","KEGG",0
"kegg_1956","kegg_5335","activates","activation|activation_indirect effect|activation_phosphorylation","KEGG",1
"kegg_1956","kegg_53358","activates","activation|activation_phosphorylation","KEGG",1
"kegg_1956","kegg_5336","activates","activation|activation_indirect effect|activation_phosphorylation","KEGG",1
"kegg_1956","kegg_5594","other","indirect effect","KEGG",0
"kegg_1956","kegg_5595","other","indirect effect","KEGG",0
"kegg_1956","kegg_5604","activates","activation_indirect effect","KEGG",1
"kegg_1956","kegg_5605","activates","activation_indirect effect","KEGG",1
"kegg_1956","kegg_5747","activates","activation","KEGG",1
"kegg_1956","kegg_6464","activates","activation|activation_phosphorylation","KEGG",1
"kegg_1956","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_1956","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_1956","kegg_8503","activates","activation|activation_indirect effect","KEGG",1
"kegg_1956","kegg_8503","other","indirect effect","KEGG",0
"kegg_1965","kegg_468","activates","activation","KEGG",1
"kegg_196883","kegg_5566","other","compound","KEGG",0
"kegg_196883","kegg_5567","other","compound","KEGG",0
"kegg_196883","kegg_5568","other","compound","KEGG",0
"kegg_196883","kegg_C00575","activates","activation","KEGG",1
"kegg_1969","kegg_2885","activates","activation","KEGG",1
"kegg_1969","kegg_3667","activates","activation","KEGG",1
"kegg_1978","kegg_1977","inhibits","inhibition","KEGG",-1
"kegg_1978","kegg_253314","inhibits","inhibition","KEGG",-1
"kegg_1978","kegg_9470","inhibits","inhibition","KEGG",-1
"kegg_200186","kegg_10000","activates","activation_phosphorylation","KEGG",1
"kegg_200186","kegg_207","activates","activation_phosphorylation","KEGG",1
"kegg_200186","kegg_208","activates","activation_phosphorylation","KEGG",1
"kegg_2002","kegg_2353","activates","expression","KEGG",1
"kegg_2002","kegg_329","activates","expression","KEGG",1
"kegg_2002","kegg_330","activates","expression","KEGG",1
"kegg_2002","kegg_331","activates","expression","KEGG",1
"kegg_2002","kegg_595","activates","expression","KEGG",1
"kegg_2002","kegg_894","activates","expression","KEGG",1
"kegg_2002","kegg_896","activates","expression","KEGG",1
"kegg_2005","kegg_2353","activates","expression","KEGG",1
"kegg_201163","kegg_10325","activates","activation","KEGG",1
"kegg_201163","kegg_10670","activates","activation","KEGG",1
"kegg_201163","kegg_58528","activates","activation","KEGG",1
"kegg_201163","kegg_64121","activates","activation","KEGG",1
"kegg_2012","kegg_1956","other","binding_association","KEGG",0
"kegg_2012","kegg_2064","other","binding_association","KEGG",0
"kegg_2012","kegg_2321","other","binding_association","KEGG",0
"kegg_2012","kegg_2324","other","binding_association","KEGG",0
"kegg_2012","kegg_3480","other","binding_association","KEGG",0
"kegg_2012","kegg_3791","other","binding_association","KEGG",0
"kegg_2012","kegg_4233","other","binding_association","KEGG",0
"kegg_2012","kegg_5156","other","binding_association","KEGG",0
"kegg_2012","kegg_5159","other","binding_association","KEGG",0
"kegg_2013","kegg_3688","other","binding_association","KEGG",0
"kegg_2013","kegg_3690","other","binding_association","KEGG",0
"kegg_2013","kegg_3691","other","binding_association","KEGG",0
"kegg_2013","kegg_3693","other","binding_association","KEGG",0
"kegg_2013","kegg_3694","other","binding_association","KEGG",0
"kegg_2013","kegg_3695","other","binding_association","KEGG",0
"kegg_2013","kegg_3696","other","binding_association","KEGG",0
"kegg_2014","kegg_7048","other","binding_association","KEGG",0
"kegg_2033","kegg_1026","activates","expression","KEGG",1
"kegg_2033","kegg_1027","activates","expression","KEGG",1
"kegg_2033","kegg_1030","activates","expression","KEGG",1
"kegg_2033","kegg_11317","activates","activation","KEGG",1
"kegg_2033","kegg_160287","activates","expression","KEGG",1
"kegg_2033","kegg_1906","activates","expression","KEGG",1
"kegg_2033","kegg_1950","activates","expression","KEGG",1
"kegg_2033","kegg_2023","activates","expression","KEGG",1
"kegg_2033","kegg_2026","activates","expression","KEGG",1
"kegg_2033","kegg_2027","activates","expression","KEGG",1
"kegg_2033","kegg_2034","other","binding_association","KEGG",0
"kegg_2033","kegg_2056","activates","expression","KEGG",1
"kegg_2033","kegg_226","activates","expression","KEGG",1
"kegg_2033","kegg_229","activates","expression","KEGG",1
"kegg_2033","kegg_230","activates","expression","KEGG",1
"kegg_2033","kegg_2321","activates","expression","KEGG",1
"kegg_2033","kegg_2597","activates","expression","KEGG",1
"kegg_2033","kegg_284","activates","expression","KEGG",1
"kegg_2033","kegg_285","activates","expression","KEGG",1
"kegg_2033","kegg_3091","other","binding_association","KEGG",0
"kegg_2033","kegg_3098","activates","expression","KEGG",1
"kegg_2033","kegg_3099","activates","expression","KEGG",1
"kegg_2033","kegg_3101","activates","expression","KEGG",1
"kegg_2033","kegg_3162","activates","expression","KEGG",1
"kegg_2033","kegg_3516","activates","activation","KEGG",1
"kegg_2033","kegg_387712","activates","expression","KEGG",1
"kegg_2033","kegg_3939","activates","expression","KEGG",1
"kegg_2033","kegg_3945","activates","expression","KEGG",1
"kegg_2033","kegg_3948","activates","expression","KEGG",1
"kegg_2033","kegg_4055","activates","expression","KEGG",1
"kegg_2033","kegg_4843","activates","expression","KEGG",1
"kegg_2033","kegg_4846","activates","expression","KEGG",1
"kegg_2033","kegg_4878","activates","expression","KEGG",1
"kegg_2033","kegg_5054","activates","expression","KEGG",1
"kegg_2033","kegg_51176","other","binding_association","KEGG",0
"kegg_2033","kegg_51378","activates","expression","KEGG",1
"kegg_2033","kegg_5163","activates","expression","KEGG",1
"kegg_2033","kegg_5209","activates","expression","KEGG",1
"kegg_2033","kegg_5211","activates","expression","KEGG",1
"kegg_2033","kegg_5213","activates","expression","KEGG",1
"kegg_2033","kegg_5214","activates","expression","KEGG",1
"kegg_2033","kegg_5230","activates","expression","KEGG",1
"kegg_2033","kegg_5232","activates","expression","KEGG",1
"kegg_2033","kegg_596","activates","expression","KEGG",1
"kegg_2033","kegg_6513","activates","expression","KEGG",1
"kegg_2033","kegg_6772","activates","activation","KEGG",1
"kegg_2033","kegg_6773","activates","activation","KEGG",1
"kegg_2033","kegg_6774","activates","activation","KEGG",1
"kegg_2033","kegg_6775","activates","activation","KEGG",1
"kegg_2033","kegg_6776","activates","activation","KEGG",1
"kegg_2033","kegg_6777","activates","activation","KEGG",1
"kegg_2033","kegg_6778","activates","activation","KEGG",1
"kegg_2033","kegg_6932","other","binding_association","KEGG",0
"kegg_2033","kegg_6934","other","binding_association","KEGG",0
"kegg_2033","kegg_7010","activates","expression","KEGG",1
"kegg_2033","kegg_7018","activates","expression","KEGG",1
"kegg_2033","kegg_7037","activates","expression","KEGG",1
"kegg_2033","kegg_7076","activates","expression","KEGG",1
"kegg_2033","kegg_7157","activates","activation","KEGG",1
"kegg_2033","kegg_7157","other","missing interaction","KEGG",0
"kegg_2033","kegg_7422","activates","expression","KEGG",1
"kegg_2033","kegg_80201","activates","expression","KEGG",1
"kegg_2033","kegg_83439","other","binding_association","KEGG",0
"kegg_2033","kegg_92483","activates","expression","KEGG",1
"kegg_2034","kegg_1387","other","binding_association","KEGG",0
"kegg_2034","kegg_2033","other","binding_association","KEGG",0
"kegg_2034","kegg_2277","activates","expression","KEGG",1
"kegg_2034","kegg_405","other","binding_association","KEGG",0
"kegg_2034","kegg_5155","activates","expression","KEGG",1
"kegg_2034","kegg_5228","activates","expression","KEGG",1
"kegg_2034","kegg_6513","activates","expression","KEGG",1
"kegg_2034","kegg_7039","activates","expression","KEGG",1
"kegg_2034","kegg_7040","activates","expression","KEGG",1
"kegg_2034","kegg_7042","activates","expression","KEGG",1
"kegg_2034","kegg_7043","activates","expression","KEGG",1
"kegg_2034","kegg_7422","activates","expression","KEGG",1
