"from","to","relationship","relationship_detail","source","LINK_FUNCTION"
"kegg_3815","kegg_5295","activates","activation","KEGG",1
"kegg_3815","kegg_5296","activates","activation","KEGG",1
"kegg_3815","kegg_53358","activates","activation","KEGG",1
"kegg_3815","kegg_6464","activates","activation","KEGG",1
"kegg_3815","kegg_6774","activates","activation","KEGG",1
"kegg_3815","kegg_6776","activates","activation","KEGG",1
"kegg_3815","kegg_6777","activates","activation","KEGG",1
"kegg_3815","kegg_8503","activates","activation","KEGG",1
"kegg_3827","kegg_1909","activates","activation","KEGG",1
"kegg_3827","kegg_1910","activates","activation","KEGG",1
"kegg_3827","kegg_623","activates","activation","KEGG",1
"kegg_3827","kegg_624","activates","activation","KEGG",1
"kegg_3845","kegg_11186","activates","activation","KEGG",1
"kegg_3845","kegg_369","activates","activation","KEGG",1
"kegg_3845","kegg_5290","activates","activation","KEGG",1
"kegg_3845","kegg_5291","activates","activation","KEGG",1
"kegg_3845","kegg_5293","activates","activation","KEGG",1
"kegg_3845","kegg_5295","activates","activation","KEGG",1
"kegg_3845","kegg_5296","activates","activation","KEGG",1
"kegg_3845","kegg_5894","activates","activation","KEGG",1
"kegg_3845","kegg_5900","activates","activation","KEGG",1
"kegg_3845","kegg_673","activates","activation","KEGG",1
"kegg_3845","kegg_8503","activates","activation","KEGG",1
"kegg_386653","kegg_1271","activates","activation","KEGG",1
"kegg_386653","kegg_133396","activates","activation","KEGG",1
"kegg_386653","kegg_3566","activates","activation","KEGG",1
"kegg_386653","kegg_3570","activates","activation","KEGG",1
"kegg_386653","kegg_3572","activates","activation","KEGG",1
"kegg_386653","kegg_3590","activates","activation","KEGG",1
"kegg_386653","kegg_3597","activates","activation","KEGG",1
"kegg_386653","kegg_3598","activates","activation","KEGG",1
"kegg_386653","kegg_3716","activates","activation","KEGG",1
"kegg_386653","kegg_3717","activates","activation","KEGG",1
"kegg_386653","kegg_3977","activates","activation","KEGG",1
"kegg_386653","kegg_7297","activates","activation","KEGG",1
"kegg_386653","kegg_9180","activates","activation","KEGG",1
"kegg_386653","kegg_9466","activates","activation","KEGG",1
"kegg_387","kegg_1729","activates","activation","KEGG",1
"kegg_387","kegg_23002","other","dissociation","KEGG",0
"kegg_387","kegg_23396","activates","activation","KEGG",1
"kegg_387","kegg_23500","other","dissociation","KEGG",0
"kegg_387","kegg_5599","activates","activation","KEGG",1
"kegg_387","kegg_5599","other","indirect effect","KEGG",0
"kegg_387","kegg_5601","activates","activation","KEGG",1
"kegg_387","kegg_5601","other","indirect effect","KEGG",0
"kegg_387","kegg_5602","activates","activation","KEGG",1
"kegg_387","kegg_5602","other","indirect effect","KEGG",0
"kegg_387","kegg_60","activates","activation","KEGG",1
"kegg_387","kegg_6093","activates","activation","KEGG",1
"kegg_387","kegg_71","activates","activation","KEGG",1
"kegg_387","kegg_8394","activates","activation","KEGG",1
"kegg_387","kegg_8395","activates","activation","KEGG",1
"kegg_387","kegg_9475","activates","activation","KEGG",1
"kegg_388372","kegg_1234","activates","activation","KEGG",1
"kegg_388585","kegg_1026","activates","expression","KEGG",1
"kegg_388585","kegg_2064","activates","expression","KEGG",1
"kegg_388585","kegg_4609","activates","expression","KEGG",1
"kegg_388585","kegg_4791","activates","expression","KEGG",1
"kegg_388585","kegg_595","activates","expression","KEGG",1
"kegg_389541","kegg_10325","activates","activation","KEGG",1
"kegg_389541","kegg_10670","activates","activation","KEGG",1
"kegg_389541","kegg_58528","activates","activation","KEGG",1
"kegg_389541","kegg_64121","activates","activation","KEGG",1
"kegg_3908","kegg_1605","activates","activation","KEGG",1
"kegg_3908","kegg_22801","activates","activation","KEGG",1
"kegg_3908","kegg_22987","activates","activation","KEGG",1
"kegg_3908","kegg_3655","activates","activation","KEGG",1
"kegg_3908","kegg_3672","activates","activation","KEGG",1
"kegg_3908","kegg_3673","activates","activation","KEGG",1
"kegg_3908","kegg_3674","activates","activation","KEGG",1
"kegg_3908","kegg_3675","activates","activation","KEGG",1
"kegg_3908","kegg_3676","activates","activation","KEGG",1
"kegg_3908","kegg_3678","activates","activation","KEGG",1
"kegg_3908","kegg_3679","activates","activation","KEGG",1
"kegg_3908","kegg_3680","activates","activation","KEGG",1
"kegg_3908","kegg_3685","activates","activation","KEGG",1
"kegg_3908","kegg_3688","activates","activation","KEGG",1
"kegg_3908","kegg_3690","activates","activation","KEGG",1
"kegg_3908","kegg_3691","activates","activation","KEGG",1
"kegg_3908","kegg_3693","activates","activation","KEGG",1
"kegg_3908","kegg_3694","activates","activation","KEGG",1
"kegg_3908","kegg_3695","activates","activation","KEGG",1
"kegg_3908","kegg_3696","activates","activation","KEGG",1
"kegg_3908","kegg_5747","activates","activation","KEGG",1
"kegg_3908","kegg_8515","activates","activation","KEGG",1
"kegg_3908","kegg_8516","activates","activation","KEGG",1
"kegg_3908","kegg_960","activates","activation","KEGG",1
"kegg_3908","kegg_9899","activates","activation","KEGG",1
"kegg_3908","kegg_9900","activates","activation","KEGG",1
"kegg_3909","kegg_1605","activates","activation","KEGG",1
"kegg_3909","kegg_22801","activates","activation","KEGG",1
"kegg_3909","kegg_22987","activates","activation","KEGG",1
"kegg_3909","kegg_3655","activates","activation","KEGG",1
"kegg_3909","kegg_3672","activates","activation","KEGG",1
"kegg_3909","kegg_3673","activates","activation","KEGG",1
"kegg_3909","kegg_3674","activates","activation","KEGG",1
"kegg_3909","kegg_3675","activates","activation","KEGG",1
"kegg_3909","kegg_3676","activates","activation","KEGG",1
"kegg_3909","kegg_3678","activates","activation","KEGG",1
"kegg_3909","kegg_3679","activates","activation","KEGG",1
"kegg_3909","kegg_3680","activates","activation","KEGG",1
"kegg_3909","kegg_3685","activates","activation","KEGG",1
"kegg_3909","kegg_3688","activates","activation","KEGG",1
"kegg_3909","kegg_3690","activates","activation","KEGG",1
"kegg_3909","kegg_3691","activates","activation","KEGG",1
"kegg_3909","kegg_3693","activates","activation","KEGG",1
"kegg_3909","kegg_3694","activates","activation","KEGG",1
"kegg_3909","kegg_3695","activates","activation","KEGG",1
"kegg_3909","kegg_3696","activates","activation","KEGG",1
"kegg_3909","kegg_5747","activates","activation","KEGG",1
"kegg_3909","kegg_8515","activates","activation","KEGG",1
"kegg_3909","kegg_8516","activates","activation","KEGG",1
"kegg_3909","kegg_960","activates","activation","KEGG",1
"kegg_3909","kegg_9899","activates","activation","KEGG",1
"kegg_3909","kegg_9900","activates","activation","KEGG",1
"kegg_3910","kegg_1605","activates","activation","KEGG",1
"kegg_3910","kegg_22801","activates","activation","KEGG",1
"kegg_3910","kegg_22987","activates","activation","KEGG",1
"kegg_3910","kegg_3655","activates","activation","KEGG",1
"kegg_3910","kegg_3672","activates","activation","KEGG",1
"kegg_3910","kegg_3673","activates","activation","KEGG",1
"kegg_3910","kegg_3674","activates","activation","KEGG",1
"kegg_3910","kegg_3675","activates","activation","KEGG",1
"kegg_3910","kegg_3676","activates","activation","KEGG",1
"kegg_3910","kegg_3678","activates","activation","KEGG",1
"kegg_3910","kegg_3679","activates","activation","KEGG",1
"kegg_3910","kegg_3680","activates","activation","KEGG",1
"kegg_3910","kegg_3685","activates","activation","KEGG",1
"kegg_3910","kegg_3688","activates","activation","KEGG",1
"kegg_3910","kegg_3690","activates","activation","KEGG",1
"kegg_3910","kegg_3691","activates","activation","KEGG",1
"kegg_3910","kegg_3693","activates","activation","KEGG",1
"kegg_3910","kegg_3694","activates","activation","KEGG",1
"kegg_3910","kegg_3695","activates","activation","KEGG",1
"kegg_3910","kegg_3696","activates","activation","KEGG",1
"kegg_3910","kegg_5747","activates","activation","KEGG",1
"kegg_3910","kegg_8515","activates","activation","KEGG",1
"kegg_3910","kegg_8516","activates","activation","KEGG",1
"kegg_3910","kegg_960","activates","activation","KEGG",1
"kegg_3910","kegg_9899","activates","activation","KEGG",1
"kegg_3910","kegg_9900","activates","activation","KEGG",1
"kegg_3911","kegg_1605","activates","activation","KEGG",1
"kegg_3911","kegg_22801","activates","activation","KEGG",1
"kegg_3911","kegg_22987","activates","activation","KEGG",1
"kegg_3911","kegg_3655","activates","activation","KEGG",1
"kegg_3911","kegg_3672","activates","activation","KEGG",1
"kegg_3911","kegg_3673","activates","activation","KEGG",1
"kegg_3911","kegg_3674","activates","activation","KEGG",1
"kegg_3911","kegg_3675","activates","activation","KEGG",1
"kegg_3911","kegg_3676","activates","activation","KEGG",1
"kegg_3911","kegg_3678","activates","activation","KEGG",1
"kegg_3911","kegg_3679","activates","activation","KEGG",1
"kegg_3911","kegg_3680","activates","activation","KEGG",1
"kegg_3911","kegg_3685","activates","activation","KEGG",1
"kegg_3911","kegg_3688","activates","activation","KEGG",1
"kegg_3911","kegg_3690","activates","activation","KEGG",1
"kegg_3911","kegg_3691","activates","activation","KEGG",1
"kegg_3911","kegg_3693","activates","activation","KEGG",1
"kegg_3911","kegg_3694","activates","activation","KEGG",1
"kegg_3911","kegg_3695","activates","activation","KEGG",1
"kegg_3911","kegg_3696","activates","activation","KEGG",1
"kegg_3911","kegg_5747","activates","activation","KEGG",1
"kegg_3911","kegg_8515","activates","activation","KEGG",1
"kegg_3911","kegg_8516","activates","activation","KEGG",1
"kegg_3911","kegg_960","activates","activation","KEGG",1
"kegg_3911","kegg_9899","activates","activation","KEGG",1
"kegg_3911","kegg_9900","activates","activation","KEGG",1
"kegg_3912","kegg_1605","activates","activation","KEGG",1
"kegg_3912","kegg_22801","activates","activation","KEGG",1
"kegg_3912","kegg_22987","activates","activation","KEGG",1
"kegg_3912","kegg_3655","activates","activation","KEGG",1
"kegg_3912","kegg_3672","activates","activation","KEGG",1
"kegg_3912","kegg_3673","activates","activation","KEGG",1
"kegg_3912","kegg_3674","activates","activation","KEGG",1
"kegg_3912","kegg_3675","activates","activation","KEGG",1
"kegg_3912","kegg_3676","activates","activation","KEGG",1
"kegg_3912","kegg_3678","activates","activation","KEGG",1
"kegg_3912","kegg_3679","activates","activation","KEGG",1
"kegg_3912","kegg_3680","activates","activation","KEGG",1
"kegg_3912","kegg_3685","activates","activation","KEGG",1
"kegg_3912","kegg_3688","activates","activation","KEGG",1
"kegg_3912","kegg_3690","activates","activation","KEGG",1
"kegg_3912","kegg_3691","activates","activation","KEGG",1
"kegg_3912","kegg_3693","activates","activation","KEGG",1
"kegg_3912","kegg_3694","activates","activation","KEGG",1
"kegg_3912","kegg_3695","activates","activation","KEGG",1
"kegg_3912","kegg_3696","activates","activation","KEGG",1
"kegg_3912","kegg_5747","activates","activation","KEGG",1
"kegg_3912","kegg_8515","activates","activation","KEGG",1
"kegg_3912","kegg_8516","activates","activation","KEGG",1
"kegg_3912","kegg_960","activates","activation","KEGG",1
"kegg_3912","kegg_9899","activates","activation","KEGG",1
"kegg_3912","kegg_9900","activates","activation","KEGG",1
"kegg_3913","kegg_1605","activates","activation","KEGG",1
"kegg_3913","kegg_22801","activates","activation","KEGG",1
"kegg_3913","kegg_22987","activates","activation","KEGG",1
"kegg_3913","kegg_3655","activates","activation","KEGG",1
"kegg_3913","kegg_3672","activates","activation","KEGG",1
"kegg_3913","kegg_3673","activates","activation","KEGG",1
"kegg_3913","kegg_3674","activates","activation","KEGG",1
"kegg_3913","kegg_3675","activates","activation","KEGG",1
"kegg_3913","kegg_3676","activates","activation","KEGG",1
"kegg_3913","kegg_3678","activates","activation","KEGG",1
"kegg_3913","kegg_3679","activates","activation","KEGG",1
"kegg_3913","kegg_3680","activates","activation","KEGG",1
"kegg_3913","kegg_3685","activates","activation","KEGG",1
"kegg_3913","kegg_3688","activates","activation","KEGG",1
"kegg_3913","kegg_3690","activates","activation","KEGG",1
"kegg_3913","kegg_3691","activates","activation","KEGG",1
"kegg_3913","kegg_3693","activates","activation","KEGG",1
"kegg_3913","kegg_3694","activates","activation","KEGG",1
"kegg_3913","kegg_3695","activates","activation","KEGG",1
"kegg_3913","kegg_3696","activates","activation","KEGG",1
"kegg_3913","kegg_5747","activates","activation","KEGG",1
"kegg_3913","kegg_8515","activates","activation","KEGG",1
"kegg_3913","kegg_8516","activates","activation","KEGG",1
"kegg_3913","kegg_960","activates","activation","KEGG",1
"kegg_3913","kegg_9899","activates","activation","KEGG",1
"kegg_3913","kegg_9900","activates","activation","KEGG",1
"kegg_3914","kegg_1605","activates","activation","KEGG",1
"kegg_3914","kegg_22801","activates","activation","KEGG",1
"kegg_3914","kegg_22987","activates","activation","KEGG",1
"kegg_3914","kegg_3655","activates","activation","KEGG",1
"kegg_3914","kegg_3672","activates","activation","KEGG",1
"kegg_3914","kegg_3673","activates","activation","KEGG",1
"kegg_3914","kegg_3674","activates","activation","KEGG",1
"kegg_3914","kegg_3675","activates","activation","KEGG",1
"kegg_3914","kegg_3676","activates","activation","KEGG",1
"kegg_3914","kegg_3678","activates","activation","KEGG",1
"kegg_3914","kegg_3679","activates","activation","KEGG",1
"kegg_3914","kegg_3680","activates","activation","KEGG",1
"kegg_3914","kegg_3685","activates","activation","KEGG",1
"kegg_3914","kegg_3688","activates","activation","KEGG",1
"kegg_3914","kegg_3690","activates","activation","KEGG",1
"kegg_3914","kegg_3691","activates","activation","KEGG",1
"kegg_3914","kegg_3693","activates","activation","KEGG",1
"kegg_3914","kegg_3694","activates","activation","KEGG",1
"kegg_3914","kegg_3695","activates","activation","KEGG",1
"kegg_3914","kegg_3696","activates","activation","KEGG",1
"kegg_3914","kegg_5747","activates","activation","KEGG",1
"kegg_3914","kegg_8515","activates","activation","KEGG",1
"kegg_3914","kegg_8516","activates","activation","KEGG",1
"kegg_3914","kegg_960","activates","activation","KEGG",1
"kegg_3914","kegg_9899","activates","activation","KEGG",1
"kegg_3914","kegg_9900","activates","activation","KEGG",1
"kegg_3915","kegg_1605","activates","activation","KEGG",1
"kegg_3915","kegg_22801","activates","activation","KEGG",1
"kegg_3915","kegg_22987","activates","activation","KEGG",1
"kegg_3915","kegg_3655","activates","activation","KEGG",1
"kegg_3915","kegg_3672","activates","activation","KEGG",1
"kegg_3915","kegg_3673","activates","activation","KEGG",1
"kegg_3915","kegg_3674","activates","activation","KEGG",1
"kegg_3915","kegg_3675","activates","activation","KEGG",1
"kegg_3915","kegg_3676","activates","activation","KEGG",1
"kegg_3915","kegg_3678","activates","activation","KEGG",1
"kegg_3915","kegg_3679","activates","activation","KEGG",1
"kegg_3915","kegg_3680","activates","activation","KEGG",1
"kegg_3915","kegg_3685","activates","activation","KEGG",1
